NumQuestions,count_nulls,count_not_nulls,CreationDateOnly
"1868","1823","45","2010-03-05 00:00:00"
"977","944","33","2010-03-06 00:00:00"
"1007","984","23","2010-03-07 00:00:00"
"1912","1868","44","2010-03-08 00:00:00"
"2039","1996","43","2010-03-09 00:00:00"
"2095","2041","54","2010-03-10 00:00:00"
"2081","2026","55","2010-03-11 00:00:00"
"1805","1762","43","2010-03-12 00:00:00"
"1030","999","31","2010-03-13 00:00:00"
"975","948","27","2010-03-14 00:00:00"
"1831","1782","49","2010-03-15 00:00:00"
"2052","1999","53","2010-03-16 00:00:00"
"2024","1989","35","2010-03-17 00:00:00"
"1952","1907","45","2010-03-18 00:00:00"
"1850","1815","35","2010-03-19 00:00:00"
"1015","991","24","2010-03-20 00:00:00"
"994","983","11","2010-03-21 00:00:00"
"1879","1825","54","2010-03-22 00:00:00"
"2081","2036","45","2010-03-23 00:00:00"
"2048","2007","41","2010-03-24 00:00:00"
"2046","2009","37","2010-03-25 00:00:00"
"1866","1822","44","2010-03-26 00:00:00"
"980","953","27","2010-03-27 00:00:00"
"991","963","28","2010-03-28 00:00:00"
"1850","1819","31","2010-03-29 00:00:00"
"1958","1913","45","2010-03-30 00:00:00"
"1990","1941","49","2010-03-31 00:00:00"
"1814","1774","40","2010-04-01 00:00:00"
"1396","1370","26","2010-04-02 00:00:00"
"849","833","16","2010-04-03 00:00:00"
"854","833","21","2010-04-04 00:00:00"
"1504","1474","30","2010-04-05 00:00:00"
"1900","1861","39","2010-04-06 00:00:00"
"2046","2022","24","2010-04-07 00:00:00"
"2015","1969","46","2010-04-08 00:00:00"
"1934","1888","46","2010-04-09 00:00:00"
"977","952","25","2010-04-10 00:00:00"
"971","944","27","2010-04-11 00:00:00"
"1866","1807","59","2010-04-12 00:00:00"
"2099","2039","60","2010-04-13 00:00:00"
"2100","2054","46","2010-04-14 00:00:00"
"2136","2081","55","2010-04-15 00:00:00"
"1871","1822","49","2010-04-16 00:00:00"
"1008","970","38","2010-04-17 00:00:00"
"1032","998","34","2010-04-18 00:00:00"
"1933","1889","44","2010-04-19 00:00:00"
"2112","2070","42","2010-04-20 00:00:00"
"2156","2110","46","2010-04-21 00:00:00"
"2213","2151","62","2010-04-22 00:00:00"
"1964","1917","47","2010-04-23 00:00:00"
"1069","1040","29","2010-04-24 00:00:00"
"1012","982","30","2010-04-25 00:00:00"
"1999","1949","50","2010-04-26 00:00:00"
"2197","2136","61","2010-04-27 00:00:00"
"2140","2075","65","2010-04-28 00:00:00"
"2018","1980","38","2010-04-29 00:00:00"
"1798","1752","46","2010-04-30 00:00:00"
"954","933","21","2010-05-01 00:00:00"
"948","927","21","2010-05-02 00:00:00"
"1775","1737","38","2010-05-03 00:00:00"
"2064","2031","33","2010-05-04 00:00:00"
"2099","2056","43","2010-05-05 00:00:00"
"2098","2060","38","2010-05-06 00:00:00"
"1835","1804","31","2010-05-07 00:00:00"
"998","990","8","2010-05-08 00:00:00"
"960","946","14","2010-05-09 00:00:00"
"1989","1932","57","2010-05-10 00:00:00"
"2122","2087","35","2010-05-11 00:00:00"
"2236","2193","43","2010-05-12 00:00:00"
"1996","1966","30","2010-05-13 00:00:00"
"1918","1880","38","2010-05-14 00:00:00"
"957","933","24","2010-05-15 00:00:00"
"1056","1027","29","2010-05-16 00:00:00"
"2103","2047","56","2010-05-17 00:00:00"
"2180","2120","60","2010-05-18 00:00:00"
"2174","2123","51","2010-05-19 00:00:00"
"2294","2251","43","2010-05-20 00:00:00"
"2009","1969","40","2010-05-21 00:00:00"
"1032","1002","30","2010-05-22 00:00:00"
"1017","981","36","2010-05-23 00:00:00"
"1930","1868","62","2010-05-24 00:00:00"
"2147","2083","64","2010-05-25 00:00:00"
"2295","2229","66","2010-05-26 00:00:00"
"2200","2134","66","2010-05-27 00:00:00"
"1913","1861","52","2010-05-28 00:00:00"
"1074","1044","30","2010-05-29 00:00:00"
"982","946","36","2010-05-30 00:00:00"
"1646","1588","58","2010-05-31 00:00:00"
"2134","2066","68","2010-06-01 00:00:00"
"2281","2212","69","2010-06-02 00:00:00"
"2244","2171","73","2010-06-03 00:00:00"
"2116","2026","90","2010-06-04 00:00:00"
"1093","1052","41","2010-06-05 00:00:00"
"1041","1006","35","2010-06-06 00:00:00"
"2130","2062","68","2010-06-07 00:00:00"
"2285","2219","66","2010-06-08 00:00:00"
"2345","2287","58","2010-06-09 00:00:00"
"2378","2322","56","2010-06-10 00:00:00"
"2068","1999","69","2010-06-11 00:00:00"
"979","953","26","2010-06-12 00:00:00"
"1066","1034","32","2010-06-13 00:00:00"
"2027","1968","59","2010-06-14 00:00:00"
"2248","2175","73","2010-06-15 00:00:00"
"2244","2186","58","2010-06-16 00:00:00"
"2288","2224","64","2010-06-17 00:00:00"
"1953","1897","56","2010-06-18 00:00:00"
"1068","1029","39","2010-06-19 00:00:00"
"1044","1004","40","2010-06-20 00:00:00"
"2173","2115","58","2010-06-21 00:00:00"
"2352","2271","81","2010-06-22 00:00:00"
"2257","2198","59","2010-06-23 00:00:00"
"2254","2177","77","2010-06-24 00:00:00"
"2033","1978","55","2010-06-25 00:00:00"
"973","944","29","2010-06-26 00:00:00"
"962","936","26","2010-06-27 00:00:00"
"2131","2062","69","2010-06-28 00:00:00"
"2382","2304","78","2010-06-29 00:00:00"
"2401","2325","76","2010-06-30 00:00:00"
"2255","2186","69","2010-07-01 00:00:00"
"1986","1929","57","2010-07-02 00:00:00"
"982","946","36","2010-07-03 00:00:00"
"916","878","38","2010-07-04 00:00:00"
"1735","1696","39","2010-07-05 00:00:00"
"2292","2223","69","2010-07-06 00:00:00"
"2405","2321","84","2010-07-07 00:00:00"
"2466","2392","74","2010-07-08 00:00:00"
"2222","2155","67","2010-07-09 00:00:00"
"1124","1081","43","2010-07-10 00:00:00"
"1063","1025","38","2010-07-11 00:00:00"
"2310","2232","78","2010-07-12 00:00:00"
"2534","2466","68","2010-07-13 00:00:00"
"2545","2479","66","2010-07-14 00:00:00"
"2579","2507","72","2010-07-15 00:00:00"
"2370","2305","65","2010-07-16 00:00:00"
"1165","1130","35","2010-07-17 00:00:00"
"1059","1026","33","2010-07-18 00:00:00"
"2295","2221","74","2010-07-19 00:00:00"
"2588","2509","79","2010-07-20 00:00:00"
"2593","2508","85","2010-07-21 00:00:00"
"2606","2529","77","2010-07-22 00:00:00"
"2355","2279","76","2010-07-23 00:00:00"
"1115","1081","34","2010-07-24 00:00:00"
"1107","1066","41","2010-07-25 00:00:00"
"2341","2271","70","2010-07-26 00:00:00"
"2458","2384","74","2010-07-27 00:00:00"
"2635","2564","71","2010-07-28 00:00:00"
"2618","2529","89","2010-07-29 00:00:00"
"2293","2223","70","2010-07-30 00:00:00"
"1122","1085","37","2010-07-31 00:00:00"
"1089","1056","33","2010-08-01 00:00:00"
"2394","2320","74","2010-08-02 00:00:00"
"2444","2367","77","2010-08-03 00:00:00"
"2601","2535","66","2010-08-04 00:00:00"
"2567","2492","75","2010-08-05 00:00:00"
"2335","2266","69","2010-08-06 00:00:00"
"1044","1004","40","2010-08-07 00:00:00"
"1137","1088","49","2010-08-08 00:00:00"
"2428","2346","82","2010-08-09 00:00:00"
"2568","2498","70","2010-08-10 00:00:00"
"2547","2472","75","2010-08-11 00:00:00"
"2637","2561","76","2010-08-12 00:00:00"
"2341","2279","62","2010-08-13 00:00:00"
"1190","1149","41","2010-08-14 00:00:00"
"1175","1126","49","2010-08-15 00:00:00"
"2445","2369","76","2010-08-16 00:00:00"
"2673","2584","89","2010-08-17 00:00:00"
"2707","2625","82","2010-08-18 00:00:00"
"2716","2645","71","2010-08-19 00:00:00"
"2265","2204","61","2010-08-20 00:00:00"
"1078","1041","37","2010-08-21 00:00:00"
"1257","1213","44","2010-08-22 00:00:00"
"2418","2356","62","2010-08-23 00:00:00"
"2581","2514","67","2010-08-24 00:00:00"
"2544","2477","67","2010-08-25 00:00:00"
"2653","2577","76","2010-08-26 00:00:00"
"2332","2262","70","2010-08-27 00:00:00"
"1122","1089","33","2010-08-28 00:00:00"
"1146","1104","42","2010-08-29 00:00:00"
"2210","2145","65","2010-08-30 00:00:00"
"2472","2404","68","2010-08-31 00:00:00"
"2546","2470","76","2010-09-01 00:00:00"
"2544","2483","61","2010-09-02 00:00:00"
"2275","2198","77","2010-09-03 00:00:00"
"1177","1145","32","2010-09-04 00:00:00"
"1082","1040","42","2010-09-05 00:00:00"
"1935","1881","54","2010-09-06 00:00:00"
"2413","2339","74","2010-09-07 00:00:00"
"2649","2576","73","2010-09-08 00:00:00"
"2390","2317","73","2010-09-09 00:00:00"
"2196","2150","46","2010-09-10 00:00:00"
"1121","1084","37","2010-09-11 00:00:00"
"1107","1078","29","2010-09-12 00:00:00"
"2374","2299","75","2010-09-13 00:00:00"
"2449","2390","59","2010-09-14 00:00:00"
"2601","2521","80","2010-09-15 00:00:00"
"2549","2463","86","2010-09-16 00:00:00"
"2322","2245","77","2010-09-17 00:00:00"
"1203","1160","43","2010-09-18 00:00:00"
"1114","1076","38","2010-09-19 00:00:00"
"2389","2325","64","2010-09-20 00:00:00"
"2506","2435","71","2010-09-21 00:00:00"
"2544","2481","63","2010-09-22 00:00:00"
"2440","2366","74","2010-09-23 00:00:00"
"2383","2308","75","2010-09-24 00:00:00"
"1193","1142","51","2010-09-25 00:00:00"
"1229","1177","52","2010-09-26 00:00:00"
"2351","2290","61","2010-09-27 00:00:00"
"2575","2512","63","2010-09-28 00:00:00"
"2511","2449","62","2010-09-29 00:00:00"
"2485","2418","67","2010-09-30 00:00:00"
"2241","2185","56","2010-10-01 00:00:00"
"1208","1160","48","2010-10-02 00:00:00"
"1159","1129","30","2010-10-03 00:00:00"
"2293","2239","54","2010-10-04 00:00:00"
"2470","2406","64","2010-10-05 00:00:00"
"2639","2562","77","2010-10-06 00:00:00"
"2563","2495","68","2010-10-07 00:00:00"
"2365","2304","61","2010-10-08 00:00:00"
"954","913","41","2010-10-09 00:00:00"
"1277","1225","52","2010-10-10 00:00:00"
"2325","2249","76","2010-10-11 00:00:00"
"2564","2491","73","2010-10-12 00:00:00"
"2625","2546","79","2010-10-13 00:00:00"
"2705","2635","70","2010-10-14 00:00:00"
"2323","2250","73","2010-10-15 00:00:00"
"1213","1170","43","2010-10-16 00:00:00"
"1241","1192","49","2010-10-17 00:00:00"
"2423","2343","80","2010-10-18 00:00:00"
"2628","2544","84","2010-10-19 00:00:00"
"2685","2619","66","2010-10-20 00:00:00"
"2763","2693","70","2010-10-21 00:00:00"
"2489","2416","73","2010-10-22 00:00:00"
"1385","1341","44","2010-10-23 00:00:00"
"1264","1233","31","2010-10-24 00:00:00"
"2472","2390","82","2010-10-25 00:00:00"
"2608","2543","65","2010-10-26 00:00:00"
"2780","2718","62","2010-10-27 00:00:00"
"2643","2557","86","2010-10-28 00:00:00"
"2400","2327","73","2010-10-29 00:00:00"
"1295","1257","38","2010-10-30 00:00:00"
"1310","1265","45","2010-10-31 00:00:00"
"2368","2293","75","2010-11-01 00:00:00"
"2523","2440","83","2010-11-02 00:00:00"
"2688","2614","74","2010-11-03 00:00:00"
"2689","2613","76","2010-11-04 00:00:00"
"2363","2289","74","2010-11-05 00:00:00"
"1340","1293","47","2010-11-06 00:00:00"
"1323","1285","38","2010-11-07 00:00:00"
"2545","2467","78","2010-11-08 00:00:00"
"3075","2966","109","2010-11-09 00:00:00"
"2866","2795","71","2010-11-10 00:00:00"
"2886","2814","72","2010-11-11 00:00:00"
"2639","2554","85","2010-11-12 00:00:00"
"1525","1477","48","2010-11-13 00:00:00"
"1434","1393","41","2010-11-14 00:00:00"
"2681","2587","94","2010-11-15 00:00:00"
"2836","2747","89","2010-11-16 00:00:00"
"2810","2745","65","2010-11-17 00:00:00"
"2977","2893","84","2010-11-18 00:00:00"
"2671","2587","84","2010-11-19 00:00:00"
"1497","1449","48","2010-11-20 00:00:00"
"1516","1469","47","2010-11-21 00:00:00"
"2863","2783","80","2010-11-22 00:00:00"
"3045","2959","86","2010-11-23 00:00:00"
"2869","2773","96","2010-11-24 00:00:00"
"2560","2477","83","2010-11-25 00:00:00"
"2113","2059","54","2010-11-26 00:00:00"
"1541","1494","47","2010-11-27 00:00:00"
"1460","1411","49","2010-11-28 00:00:00"
"2662","2581","81","2010-11-29 00:00:00"
"2960","2866","94","2010-11-30 00:00:00"
"2951","2870","81","2010-12-01 00:00:00"
"3062","2972","90","2010-12-02 00:00:00"
"2734","2659","75","2010-12-03 00:00:00"
"1566","1512","54","2010-12-04 00:00:00"
"1600","1544","56","2010-12-05 00:00:00"
"2832","2749","83","2010-12-06 00:00:00"
"3032","2957","75","2010-12-07 00:00:00"
"2990","2917","73","2010-12-08 00:00:00"
"3000","2935","65","2010-12-09 00:00:00"
"2775","2701","74","2010-12-10 00:00:00"
"1517","1464","53","2010-12-11 00:00:00"
"1448","1411","37","2010-12-12 00:00:00"
"2794","2709","85","2010-12-13 00:00:00"
"3039","2951","88","2010-12-14 00:00:00"
"2991","2914","77","2010-12-15 00:00:00"
"2957","2870","87","2010-12-16 00:00:00"
"2531","2464","67","2010-12-17 00:00:00"
"1413","1365","48","2010-12-18 00:00:00"
"1444","1400","44","2010-12-19 00:00:00"
"2625","2535","90","2010-12-20 00:00:00"
"2759","2689","70","2010-12-21 00:00:00"
"2792","2718","74","2010-12-22 00:00:00"
"2368","2302","66","2010-12-23 00:00:00"
"1510","1451","59","2010-12-24 00:00:00"
"1021","985","36","2010-12-25 00:00:00"
"1099","1056","43","2010-12-26 00:00:00"
"1993","1936","57","2010-12-27 00:00:00"
"2232","2169","63","2010-12-28 00:00:00"
"2401","2346","55","2010-12-29 00:00:00"
"2317","2258","59","2010-12-30 00:00:00"
"1549","1502","47","2010-12-31 00:00:00"
"999","963","36","2011-01-01 00:00:00"
"1346","1300","46","2011-01-02 00:00:00"
"2316","2250","66","2011-01-03 00:00:00"
"2837","2756","81","2011-01-04 00:00:00"
"3071","3005","66","2011-01-05 00:00:00"
"3069","2984","85","2011-01-06 00:00:00"
"2897","2832","65","2011-01-07 00:00:00"
"1564","1513","51","2011-01-08 00:00:00"
"1628","1573","55","2011-01-09 00:00:00"
"2979","2898","81","2011-01-10 00:00:00"
"3254","3157","97","2011-01-11 00:00:00"
"3296","3210","86","2011-01-12 00:00:00"
"3316","3240","76","2011-01-13 00:00:00"
"2947","2886","61","2011-01-14 00:00:00"
"1615","1552","63","2011-01-15 00:00:00"
"1745","1690","55","2011-01-16 00:00:00"
"3054","2974","80","2011-01-17 00:00:00"
"3226","3134","92","2011-01-18 00:00:00"
"3403","3301","102","2011-01-19 00:00:00"
"3463","3358","105","2011-01-20 00:00:00"
"3170","3079","91","2011-01-21 00:00:00"
"1845","1786","59","2011-01-22 00:00:00"
"1711","1649","62","2011-01-23 00:00:00"
"3236","3154","82","2011-01-24 00:00:00"
"3352","3242","110","2011-01-25 00:00:00"
"3232","3137","95","2011-01-26 00:00:00"
"3458","3368","90","2011-01-27 00:00:00"
"3128","3059","69","2011-01-28 00:00:00"
"1757","1696","61","2011-01-29 00:00:00"
"1756","1690","66","2011-01-30 00:00:00"
"3235","3155","80","2011-01-31 00:00:00"
"3381","3269","112","2011-02-01 00:00:00"
"3458","3356","102","2011-02-02 00:00:00"
"3511","3426","85","2011-02-03 00:00:00"
"3078","2984","94","2011-02-04 00:00:00"
"1882","1820","62","2011-02-05 00:00:00"
"1893","1847","46","2011-02-06 00:00:00"
"3292","3199","93","2011-02-07 00:00:00"
"3492","3404","88","2011-02-08 00:00:00"
"3557","3464","93","2011-02-09 00:00:00"
"3570","3457","113","2011-02-10 00:00:00"
"3288","3194","94","2011-02-11 00:00:00"
"1794","1737","57","2011-02-12 00:00:00"
"1848","1802","46","2011-02-13 00:00:00"
"3269","3170","99","2011-02-14 00:00:00"
"3568","3468","100","2011-02-15 00:00:00"
"3743","3650","93","2011-02-16 00:00:00"
"3693","3588","105","2011-02-17 00:00:00"
"3336","3226","110","2011-02-18 00:00:00"
"1856","1811","45","2011-02-19 00:00:00"
"1955","1902","53","2011-02-20 00:00:00"
"3451","3355","96","2011-02-21 00:00:00"
"3840","3740","100","2011-02-22 00:00:00"
"3954","3842","112","2011-02-23 00:00:00"
"3772","3655","117","2011-02-24 00:00:00"
"3416","3315","101","2011-02-25 00:00:00"
"1909","1863","46","2011-02-26 00:00:00"
"1856","1801","55","2011-02-27 00:00:00"
"3479","3378","101","2011-02-28 00:00:00"
"3671","3555","116","2011-03-01 00:00:00"
"3813","3716","97","2011-03-02 00:00:00"
"3734","3614","120","2011-03-03 00:00:00"
"3536","3431","105","2011-03-04 00:00:00"
"2019","1959","60","2011-03-05 00:00:00"
"1965","1910","55","2011-03-06 00:00:00"
"3659","3548","111","2011-03-07 00:00:00"
"3836","3711","125","2011-03-08 00:00:00"
"4088","3974","114","2011-03-09 00:00:00"
"3883","3772","111","2011-03-10 00:00:00"
"3506","3396","110","2011-03-11 00:00:00"
"1889","1822","67","2011-03-12 00:00:00"
"1992","1923","69","2011-03-13 00:00:00"
"3762","3655","107","2011-03-14 00:00:00"
"3905","3812","93","2011-03-15 00:00:00"
"3987","3877","110","2011-03-16 00:00:00"
"3856","3759","97","2011-03-17 00:00:00"
"3541","3428","113","2011-03-18 00:00:00"
"1954","1903","51","2011-03-19 00:00:00"
"1980","1928","52","2011-03-20 00:00:00"
"3677","3561","116","2011-03-21 00:00:00"
"4130","4000","130","2011-03-22 00:00:00"
"4080","3971","109","2011-03-23 00:00:00"
"3915","3812","103","2011-03-24 00:00:00"
"3496","3375","121","2011-03-25 00:00:00"
"1973","1903","70","2011-03-26 00:00:00"
"2103","2037","66","2011-03-27 00:00:00"
"3763","3665","98","2011-03-28 00:00:00"
"3978","3851","127","2011-03-29 00:00:00"
"3835","3734","101","2011-03-30 00:00:00"
"4052","3937","115","2011-03-31 00:00:00"
"3480","3364","116","2011-04-01 00:00:00"
"1926","1859","67","2011-04-02 00:00:00"
"1998","1935","63","2011-04-03 00:00:00"
"3655","3521","134","2011-04-04 00:00:00"
"4144","4029","115","2011-04-05 00:00:00"
"4218","4099","119","2011-04-06 00:00:00"
"4160","4044","116","2011-04-07 00:00:00"
"3648","3537","111","2011-04-08 00:00:00"
"1996","1920","76","2011-04-09 00:00:00"
"1992","1914","78","2011-04-10 00:00:00"
"3891","3765","126","2011-04-11 00:00:00"
"4137","4023","114","2011-04-12 00:00:00"
"4071","3953","118","2011-04-13 00:00:00"
"4061","3945","116","2011-04-14 00:00:00"
"3601","3494","107","2011-04-15 00:00:00"
"2063","1985","78","2011-04-16 00:00:00"
"2028","1956","72","2011-04-17 00:00:00"
"3774","3669","105","2011-04-18 00:00:00"
"4116","3976","140","2011-04-19 00:00:00"
"4120","4009","111","2011-04-20 00:00:00"
"3741","3627","114","2011-04-21 00:00:00"
"2947","2848","99","2011-04-22 00:00:00"
"1964","1882","82","2011-04-23 00:00:00"
"1827","1764","63","2011-04-24 00:00:00"
"3087","2987","100","2011-04-25 00:00:00"
"3883","3767","116","2011-04-26 00:00:00"
"4214","4081","133","2011-04-27 00:00:00"
"4090","3962","128","2011-04-28 00:00:00"
"3473","3359","114","2011-04-29 00:00:00"
"2065","1997","68","2011-04-30 00:00:00"
"2070","1972","98","2011-05-01 00:00:00"
"3423","3316","107","2011-05-02 00:00:00"
"3883","3761","122","2011-05-03 00:00:00"
"4093","3948","145","2011-05-04 00:00:00"
"4169","4053","116","2011-05-05 00:00:00"
"3713","3603","110","2011-05-06 00:00:00"
"1963","1897","66","2011-05-07 00:00:00"
"1905","1840","65","2011-05-08 00:00:00"
"3773","3656","117","2011-05-09 00:00:00"
"4130","4004","126","2011-05-10 00:00:00"
"4243","4130","113","2011-05-11 00:00:00"
"4115","3994","121","2011-05-12 00:00:00"
"3793","3659","134","2011-05-13 00:00:00"
"1934","1861","73","2011-05-14 00:00:00"
"1927","1833","94","2011-05-15 00:00:00"
"3780","3640","140","2011-05-16 00:00:00"
"4015","3880","135","2011-05-17 00:00:00"
"4109","4007","102","2011-05-18 00:00:00"
"4044","3904","140","2011-05-19 00:00:00"
"3697","3569","128","2011-05-20 00:00:00"
"1891","1807","84","2011-05-21 00:00:00"
"1913","1853","60","2011-05-22 00:00:00"
"3827","3720","107","2011-05-23 00:00:00"
"4071","3944","127","2011-05-24 00:00:00"
"4140","4012","128","2011-05-25 00:00:00"
"4183","4065","118","2011-05-26 00:00:00"
"3534","3435","99","2011-05-27 00:00:00"
"1830","1769","61","2011-05-28 00:00:00"
"1802","1732","70","2011-05-29 00:00:00"
"3128","3039","89","2011-05-30 00:00:00"
"3824","3709","115","2011-05-31 00:00:00"
"4126","4002","124","2011-06-01 00:00:00"
"3710","3586","124","2011-06-02 00:00:00"
"3518","3393","125","2011-06-03 00:00:00"
"1867","1819","48","2011-06-04 00:00:00"
"1953","1890","63","2011-06-05 00:00:00"
"3812","3682","130","2011-06-06 00:00:00"
"3908","3776","132","2011-06-07 00:00:00"
"4077","3949","128","2011-06-08 00:00:00"
"4164","4027","137","2011-06-09 00:00:00"
"3641","3535","106","2011-06-10 00:00:00"
"1785","1726","59","2011-06-11 00:00:00"
"1849","1778","71","2011-06-12 00:00:00"
"3631","3514","117","2011-06-13 00:00:00"
"3992","3876","116","2011-06-14 00:00:00"
"4158","4050","108","2011-06-15 00:00:00"
"4168","4047","121","2011-06-16 00:00:00"
"3676","3565","111","2011-06-17 00:00:00"
"1991","1924","67","2011-06-18 00:00:00"
"1814","1758","56","2011-06-19 00:00:00"
"3880","3751","129","2011-06-20 00:00:00"
"4219","4074","145","2011-06-21 00:00:00"
"4229","4093","136","2011-06-22 00:00:00"
"4102","3967","135","2011-06-23 00:00:00"
"3656","3537","119","2011-06-24 00:00:00"
"1846","1771","75","2011-06-25 00:00:00"
"1837","1774","63","2011-06-26 00:00:00"
"3788","3677","111","2011-06-27 00:00:00"
"4071","3944","127","2011-06-28 00:00:00"
"4170","4054","116","2011-06-29 00:00:00"
"4036","3911","125","2011-06-30 00:00:00"
"3403","3308","95","2011-07-01 00:00:00"
"1749","1693","56","2011-07-02 00:00:00"
"1794","1733","61","2011-07-03 00:00:00"
"3187","3088","99","2011-07-04 00:00:00"
"3940","3828","112","2011-07-05 00:00:00"
"4165","4039","126","2011-07-06 00:00:00"
"4226","4113","113","2011-07-07 00:00:00"
"3836","3708","128","2011-07-08 00:00:00"
"1893","1808","85","2011-07-09 00:00:00"
"1867","1793","74","2011-07-10 00:00:00"
"4055","3936","119","2011-07-11 00:00:00"
"4271","4151","120","2011-07-12 00:00:00"
"4251","4101","150","2011-07-13 00:00:00"
"4266","4118","148","2011-07-14 00:00:00"
"3765","3643","122","2011-07-15 00:00:00"
"1928","1854","74","2011-07-16 00:00:00"
"1892","1813","79","2011-07-17 00:00:00"
"3951","3816","135","2011-07-18 00:00:00"
"4287","4158","129","2011-07-19 00:00:00"
"4206","4078","128","2011-07-20 00:00:00"
"4228","4090","138","2011-07-21 00:00:00"
"3806","3675","131","2011-07-22 00:00:00"
"1954","1879","75","2011-07-23 00:00:00"
"1894","1829","65","2011-07-24 00:00:00"
"3936","3799","137","2011-07-25 00:00:00"
"4250","4112","138","2011-07-26 00:00:00"
"4374","4224","150","2011-07-27 00:00:00"
"4259","4113","146","2011-07-28 00:00:00"
"3793","3669","124","2011-07-29 00:00:00"
"1905","1822","83","2011-07-30 00:00:00"
"1890","1817","73","2011-07-31 00:00:00"
"3851","3727","124","2011-08-01 00:00:00"
"4266","4123","143","2011-08-02 00:00:00"
"4304","4147","157","2011-08-03 00:00:00"
"4554","4412","142","2011-08-04 00:00:00"
"3987","3865","122","2011-08-05 00:00:00"
"1764","1716","48","2011-08-06 00:00:00"
"1968","1883","85","2011-08-07 00:00:00"
"3978","3827","151","2011-08-08 00:00:00"
"4311","4173","138","2011-08-09 00:00:00"
"4438","4300","138","2011-08-10 00:00:00"
"4458","4320","138","2011-08-11 00:00:00"
"3903","3772","131","2011-08-12 00:00:00"
"1919","1849","70","2011-08-13 00:00:00"
"1904","1828","76","2011-08-14 00:00:00"
"3536","3418","118","2011-08-15 00:00:00"
"4214","4085","129","2011-08-16 00:00:00"
"4305","4171","134","2011-08-17 00:00:00"
"4265","4121","144","2011-08-18 00:00:00"
"3896","3748","148","2011-08-19 00:00:00"
"2040","1959","81","2011-08-20 00:00:00"
"1963","1875","88","2011-08-21 00:00:00"
"3823","3687","136","2011-08-22 00:00:00"
"4181","4039","142","2011-08-23 00:00:00"
"4348","4184","164","2011-08-24 00:00:00"
"4367","4217","150","2011-08-25 00:00:00"
"3772","3650","122","2011-08-26 00:00:00"
"1923","1850","73","2011-08-27 00:00:00"
"1955","1880","75","2011-08-28 00:00:00"
"3670","3511","159","2011-08-29 00:00:00"
"3991","3853","138","2011-08-30 00:00:00"
"4079","3947","132","2011-08-31 00:00:00"
"3898","3767","131","2011-09-01 00:00:00"
"3655","3547","108","2011-09-02 00:00:00"
"1851","1776","75","2011-09-03 00:00:00"
"1870","1816","54","2011-09-04 00:00:00"
"3282","3158","124","2011-09-05 00:00:00"
"4116","3970","146","2011-09-06 00:00:00"
"4335","4175","160","2011-09-07 00:00:00"
"4228","4090","138","2011-09-08 00:00:00"
"3747","3618","129","2011-09-09 00:00:00"
"2042","1963","79","2011-09-10 00:00:00"
"2007","1931","76","2011-09-11 00:00:00"
"3918","3771","147","2011-09-12 00:00:00"
"4322","4160","162","2011-09-13 00:00:00"
"4287","4126","161","2011-09-14 00:00:00"
"4208","4046","162","2011-09-15 00:00:00"
"3764","3633","131","2011-09-16 00:00:00"
"2078","1985","93","2011-09-17 00:00:00"
"1948","1861","87","2011-09-18 00:00:00"
